id,text
5178,"Nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams ."
5179,What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .
5180,The plot 's contrivances are uncomfortably strained .
5181,Guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .
5182,"Schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ..."
5183,"Its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare ."
5184,By the final whistle you 're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .
5185,To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .
5186,"A film of empty , fetishistic violence in which murder is casual and fun ."
5187,Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .
5188,"It 's fun , but it 's a real howler ."
5189,"Some fine acting , but ultimately a movie with no reason for being ."
5190,"It 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ."
5191,"A waterlogged version of ` Fatal Attraction ' for the teeny-bopper set ... a sad , soggy potboiler that wastes the talents of its attractive young leads ."
5192,"Sweet gentle Jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?"
5193,"This is for the most part a useless movie , even with a great director at the helm ."
5194,"A loud , witless mess that has none of the charm and little of the intrigue from the TV series ."
5195,"Even on its own ludicrous terms , The Sum of All Fears generates little narrative momentum , and invites unflattering comparisons to other installments in the Ryan series ."
5196,"As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved ."
5197,"Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony , Jackass lacks aspirations of social upheaval ."
5198,"The April 2002 instalment of the American War for Independence , complete with loads of CGI and bushels of violence , but not a drop of human blood ."
5199,"Contains all the substance of a Twinkie -- easy to swallow , but scarcely nourishing ."
5200,Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .
5201,Rarely does a film so graceless and devoid of merit as this one come along .
5202,"It 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue ."
5203,The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .
5204,"... an incredibly heavy-handed , manipulative dud that feels all too familiar ."
5205,"Wimps out by going for that PG-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted ."
5206,Trapped presents a frightening and compelling ` What if ? '
5207,"Madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like Michael Jackson 's nose ."
5208,"Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days ."
5209,"The story is lacking any real emotional impact , and the plot is both contrived and cliched ."
5210,"A depraved , incoherent , instantly disposable piece of hackery ."
5211,It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .
5212,"( Soderbergh ) tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness ."
5213,So aggressively cheery that Pollyana would reach for a barf bag .
5214,"Scooby-Doo does n't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , Nickelodeon-esque kiddie flick ."
5215,"Russell lacks the visual panache , the comic touch , and perhaps the budget of Sommers 's title-bout features ."
5216,Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .
5217,Very stupid and annoying .
5218,"The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia ."
5219,A listless and desultory affair .
5220,Represents the depths to which the girls-behaving-badly film has fallen .
5221,How inept is Serving Sara ?
5222,It makes even Elizabeth Hurley seem graceless and ugly .
5223,"Helmer Hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome ."
5224,"Lazy , miserable and smug ."
5225,This is one of the biggest disappointments of the year .
5226,"Every visual joke is milked , every set-up obvious and lengthy , every punchline predictable ."
5227,There 's no energy .
5228,"This is a poster movie , a mediocre tribute to films like Them !"
5229,"At three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue ."
5230,If you recognize Zeus ( the dog from Snatch ) it will make you wish you were at home watching that movie instead of in the theater watching this one .
5231,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '"
5232,"There 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present ."
5233,"It 's at once laughable and compulsively watchable , in its committed dumbness ."
5234,"All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness ."
5235,"A cross between Blow and Boyz N The Hood , this movie strives to be more , but does n't quite get there ."
5236,Good performances keep it from being a total rehash .
5237,"The screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children ."
5238,"At times , the movie looks genuinely pretty ."
5239,Not even Felinni would know what to make of this Italian freakshow .
5240,"It 's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny ."
5241,"Despite its promising cast of characters , Big Trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '"
5242,"Both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded ."
5243,Does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .
5244,Neither revelatory nor truly edgy -- merely crassly flamboyant and comedically labored .
5245,Just about everyone involved here seems to be coasting .
5246,Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .
5247,"There 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title ."
5248,"A preposterous , prurient whodunit ."
5249,"Go , girls , right down the reality drain ."
5250,"Boasting some of the most poorly staged and lit action in memory , Impostor is as close as you can get to an imitation movie ."
5251,Can be classified as one of those ` alternate reality ' movies ... except that it would have worked so much better dealing in only one reality .
5252,"Predictable and cloying , though Brown Sugar is so earnest in its yearning for the days before rap went nihilistic that it summons more spirit and bite than your average formulaic romantic quadrangle ."
5253,"... unlikable , uninteresting , unfunny , and completely , utterly inept ."
5254,"The film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own ."
5255,An imponderably stilted and self-consciously arty movie .
5256,"Muddled , melodramatic paranormal romance is an all-time low for Kevin Costner ."
5257,Too clumsy in key moments ... to make a big splash .
5258,Just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny .
5259,` Matrix ' - style massacres erupt throughout ... but the movie has a tougher time balancing its violence with Kafka-inspired philosophy .
5260,"At least it 's a fairly impressive debut from the director , Charles Stone III ."
5261,"It all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense ."
5262,Run for your lives !
5263,Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?
5264,"A grating , emaciated flick ."
5265,"Unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook ."
5266,"We have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat ."
5267,"According to the script , Grant and Bullock 's characters are made for each other ."
5268,Ararat feels like a book report
5269,"Steve Oedekerk is , alas , no Woody Allen ."
5270,"A lot like the imaginary sport it projects onto the screen -- loud , violent and mindless ."
5271,"The acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing ."
5272,"Shows that Jackie Chan is getting older , and that 's something I would rather live in denial about"
5273,"The slapstick is labored , and the bigger setpieces flat ."
5274,This is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .
5275,"The problem with the mayhem in Formula 51 is not that it 's offensive , but that it 's boring ."
5276,"Much of the digitally altered footage appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome cliché ."
5277,"the film never rises above a conventional , two dimension tale"
5278,"Told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject ."
5279,The irony is that this film 's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own .
5280,"If ever a concept came handed down from the movie gods on a silver platter , this is it ."
5281,"If ever such a dependable concept was botched in execution , this is it ."
5282,"With an unusual protagonist ( a kilt-wearing Jackson ) and subject matter , the improbable `` Formula 51 '' is somewhat entertaining , but it could have been much stronger ."
5283,A feel-good movie that does n't give you enough to feel good about .
5284,"Adolescents will be adequately served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service . '"
5285,This mistaken-identity picture is so film-culture referential that the final product is a ghost .
5286,The picture emerges as a surprisingly anemic disappointment .
5287,You 'll cry for your money back .
5288,"Slap me , I saw this movie ."
5289,"( The kid 's ) just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow ."
5290,"Behind the glitz , Hollywood is sordid and disgusting ."
5291,"Scherfig , who has had a successful career in TV , tackles more than she can handle ."
5292,"Just consider what New Best Friend does not have , beginning with the minor omission of a screenplay ."
5293,Oscar caliber cast does n't live up to material
5294,"They just have problems , which are neither original nor are presented in convincing way ."
5295,"Carrying this wafer-thin movie on his nimble shoulders , Chan wades through putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master . '"
5296,So putrid it is not worth the price of the match that should be used to burn every print of the film .
5297,"In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate ."
5298,Starts out ballsy and stylish but fails to keep it up and settles into clichés .
5299,Sometimes makes less sense than the Bruckheimeresque American action flicks it emulates .
5300,"One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation ."
5301,There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .
5302,The movie is about as humorous as watching your favorite pet get buried alive .
5303,"In other words , about as bad a film you 're likely to see all year ."
5304,Five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before .
5305,The whole thing comes off like a particularly amateurish episode of Bewitched that takes place during Spring Break .
5306,"Well made but uninvolving , Bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery ."
5307,"So we got Ten Little Indians meets Friday the 13th by way of Clean and Sober , filmed on the set of Carpenter 's The Thing and loaded with actors you 're most likely to find on the next inevitable incarnation of The Love Boat ."
5308,The movie 's blatant derivativeness is one reason it 's so lackluster .
5309,"Kids do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people ."
5310,It 's the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long .
5311,Ken Russell would love this .
5312,"In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes ."
5313,This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .
5314,"The premise of `` Abandon '' holds promise , ... but its delivery is a complete mess ."
5315,"A little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon Wedding serves mostly to whet one 's appetite for the Bollywood films ."
5316,"Unless Bob Crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression ."
5317,"The bottom line with Nemesis is the same as it has been with all the films in the series : Fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it ."
5318,The lousy John Q all but spits out Denzel Washington 's fine performance in the title role .
5319,"The whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ."
5320,What a stiflingly unfunny and unoriginal mess this is !
5321,The film is so packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film .
5322,Opera on film is never satisfactory .
5323,The art demands live viewing .
5324,The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .
5325,"Despite all the closed-door hanky-panky , the film is essentially juiceless ."
5326,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill"
5327,The Sweetest Thing leaves an awful sour taste .
5328,It 's lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay .
5329,"Terminally bland , painfully slow and needlessly confusing ... The movie , shot on digital videotape rather than film , is frequently indecipherable ."
5330,"As dumb and cheesy as they may be , the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy ."
5331,"Aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships ."
5332,A low-rent retread of the Alien pictures .
5333,Its initial excitement settles into a warmed over pastiche .
5334,A big meal of cliches that the talented cast generally chokes on .
5335,The story has little wit and no surprises .
5336,"The Merchant-Ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage ."
5337,What should have been a cutting Hollywood satire is instead about as fresh as last week 's issue of Variety .
5338,"Hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?"
5339,A little more intensity and a little less charm would have saved this film a world of hurt .
5340,"( T ) his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen ."
5341,"The movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh ."
5342,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .
5343,"as in aimless , arduous , and arbitrary ."
5344,Plays like a glossy melodrama that occasionally verges on camp .
5345,A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .
5346,"Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be ."
5347,"A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium ."
5348,"There 's a heavy stench of ` been there , done that ' hanging over the film ."
5349,The biggest problem with Satin Rouge is Lilia herself .
5350,"A quaint , romanticized rendering ."
5351,A potentially good comic premise and excellent cast are terribly wasted .
5352,Woody Allen used to ridicule movies like Hollywood Ending .
5353,Been there done that .
5354,There is only so much baked cardboard I need to chew .
5355,A movie like The Guys is why film criticism can be considered work .
5356,"Even if it made its original release date last fall , it would 've reeked of a been-there , done-that sameness ."
5357,"A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target ."
5358,A movie version of a paint-by-numbers picture .
5359,"We can tell what it is supposed to be , but ca n't really call it a work of art ."
5360,Bravado Kathy !
5361,... Liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .
5362,Too bad .
5363,"Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs ."
5364,This romantic\/comedy asks the question how much souvlaki can you take before indigestion sets in .
5365,"Squandering his opportunity to make absurdist observations , Burns gets caught up in the rush of slapstick thoroughfare ."
5366,"It has no affect on the Kurds , but it wore me down ."
5367,"The actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen ."
5368,"Co-writer\/director Jonathan Parker 's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short ."
5369,"A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find ."
5370,"If there 's a heaven for bad movies , Deuces Wild is on its way ."
5371,Comes off like a bad imitation of the Bard .
5372,What 's missing in Murder by Numbers is any real psychological grounding for the teens ' deviant behaviour .
5373,An uninspired preachy and clichéd war film .
5374,Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .
5375,A movie that harps on media-constructed ` issues ' like whether compromise is the death of self ... this Orgasm ( wo n't be an ) exceedingly memorable one for most people .
5376,"If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing ."
5377,The movie is too impressed with its own solemn insights to work up much entertainment value .
5378,I have n't seen such self-amused trash since Freddy Got Fingered .
5379,Little more than a well-mounted history lesson .
5380,"Rob Schneider 's infantile cross-dressing routines fill The Hot Chick , the latest gimmick from this unimaginative comedian ."
5381,"A horrible , 99-minute stink bomb ."
5382,"The film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil ."
5383,The film is so bad it does n't improve upon the experience of staring at a blank screen .
5384,Sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .
5385,"It jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier ."
5386,"When it comes to the battle of Hollywood vs. Woo , it looks like Woo 's a P.O.W."
5387,"The Chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film ."
5388,"It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast ."
5389,The mushy finale turns John Q into a movie-of-the-week tearjerker .
5390,"Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance ."
5391,"The movie turns out to be ( Assayas ' ) homage to the Gallic ` tradition of quality , ' in all its fusty squareness ."
5392,"Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life ."
5393,( Seems ) even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .
5394,It 's hard to imagine that even very small children will be impressed by this tired retread .
5395,"Neither as scary-funny as Tremors nor demented-funny as Starship Troopers , the movie is n't tough to take as long as you 've paid a matinee price ."
5396,"If swimfan does catch on , it may be because teens are looking for something to make them laugh ."
5397,"The Master of Disguise may have made a great Saturday Night Live sketch , but a great movie it is not ."
5398,It 's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .
5399,"Boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect ."
5400,It 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .
5401,"Unfortunately , that 's precisely what Arthur Dong 's Family Fundamentals does ."
5402,"Like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen ."
5403,Something must have been lost in the translation .
5404,Becomes the last thing you would expect from a film with this title or indeed from any Plympton film : boring .
5405,"In the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses ."
5406,Chan 's stunts are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .
5407,Rock 's stand-up magic wanes .
5408,"Hopkins , squarely fills the screen ."
5409,Action - mechanical .
5410,"Alas , it 's the man that makes the clothes ."
5411,"For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek , they 'll probably run out screaming ."
5412,"The biggest problem I have ( other than the very sluggish pace ) is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing ."
5413,"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King ."
5414,City by the Sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for .
5415,But how it washed out despite all of that is the project 's prime mystery .
5416,"Whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet T-shirt and shower scenes ."
5417,"I enjoyed the movie in a superficial way , while never sure what its purpose was ."
5418,What a pity ... that the material is so second-rate .
5419,"Does n't deliver a great story , nor is the action as gripping as in past Seagal films ."
5420,The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .
5421,"Nicks refuses to let Slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy ."
5422,Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .
5423,"Mostly , Shafer and co-writer Gregory Hinton lack a strong-minded viewpoint , or a sense of humor ."
5424,No cliche escapes the perfervid treatment of gang warfare called ces Wild .
5425,"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good ."
5426,Strictly a ` guy 's film ' in the worst sense of the expression .
5427,"There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes ."
5428,"It 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's ."
5429,There 's something fishy about a seasonal holiday kids ' movie ... that derives its moment of most convincing emotional gravity from a scene where Santa gives gifts to grownups .
5430,"We 're left with a story that tries to grab us , only to keep letting go at all the wrong moments ."
5431,"Like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories ."
5432,There is nothing redeeming about this movie .
5433,"The film has ( its ) moments , but they are few and far between ."
5434,"I was trying to decide what annoyed me most about God is Great ... I 'm Not , and then I realized that I just did n't care ."
5435,Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .
5436,... comes alive only when it switches gears to the sentimental .
5437,Brosnan 's finest non-Bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes .
5438,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact ."
5439,"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy ."
5440,"Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up ."
5441,ZigZag might have been richer and more observant if it were less densely plotted .
5442,How can such a cold movie claim to express warmth and longing ?
5443,"In truth , it has all the heart of a porno flick ( but none of the sheer lust ) ."
5444,Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .
5445,Episode II -- Attack of the Clones is a technological exercise that lacks juice and delight .
5446,The problem with all of this : It 's not really funny .
5447,( Denis ' ) bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product .
5448,"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own ."
5449,Overall tomfoolery like this is a matter of taste .
5450,The mantra behind the project seems to have been ` it 's just a kids ' flick . '
5451,Translation : ` We do n't need to try very hard . '
5452,"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant ."
5453,"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about ."
5454,an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades
5455,The author 's devotees will probably find it fascinating ; others may find it baffling .
5456,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags ."
5457,"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces ."
5458,A cockeyed shot all the way .
5459,"Lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you 'll leave the theater wondering why these people mattered ."
5460,"Unfortunately , One Hour Photo lives down to its title ."
5461,"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film ."
5462,"Cold , Sterile And Lacking Any Color Or Warmth ."
5463,The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .
5464,Seems like someone going through the motions .
5465,"For a film about explosions and death and spies , `` Ballistic : Ecks vs. Sever '' seems as safe as a children 's film ."
5466,"Well , in some of those , the mother deer even dies ."
5467,"Choppy , overlong documentary about ` The Lifestyle . '"
5468,One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .
5469,"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised ."
5470,brought to life on the big screen .
5471,The story itself is actually quite vapid .
5472,"It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s ."
5473,"A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic ."
5474,"Each scene drags , underscoring the obvious , and sentiment is slathered on top ."
5475,"Would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement ."
5476,"Nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ."
5477,"Enthusiastically taking up the current teen movie concern with bodily functions , Walt Becker 's film pushes all the demographically appropriate comic buttons ."
5478,It 's the funniest American comedy since Graffiti Bridge .
5479,"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks ."
5480,What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .
5481,The project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .
5482,"In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast ."
5483,Solondz may well be the only one laughing at his own joke
5484,"Stitch is a bad mannered , ugly and destructive little \*\*\*\* ."
5485,"No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise ."
5486,"Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered ."
5487,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand ."
5488,"It is bad , but certainly not without merit as entertainment ."
5489,"For its 100 minutes running time , you 'll wait in vain for a movie to happen ."
5490,A work that lacks both a purpose and a strong pulse .
5491,A faster paced family flick .
5492,Upper Teens may get cynical .
5493,Smaller numbered kidlets will enjoy .
5494,"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love ."
5495,It 's a road-trip drama with too many wrong turns .
5496,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river ."
5497,The movie is about as deep as that sentiment .
5498,"I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake ."
5499,"By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop ."
5500,made Eddie Murphy a movie star and the man has n't aged a day .
5501,But it was n't .
5502,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype ."
5503,"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school ."
5504,"It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness ."
5505,"The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain ."
5506,"A nearly 21\/2 hours , the film is way too indulgent ."
5507,Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .
5508,"With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral ."
5509,Does n't really add up to much .
5510,"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind ."
5511,An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .
5512,A prolonged extrusion of psychopathic pulp .
5513,Borrows from other movies like it in the most ordinary and obvious fashion .
5514,It 's surprisingly bland despite the heavy doses of weird performances and direction .
5515,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '"
5516,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience ."
5517,"Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours ."
5518,It 's like a drive-by .
5519,"You can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise ."
5520,Everything -- even life on an aircraft carrier -- is sentimentalized .
5521,"This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie ."
5522,Stress ` dumb . '
5523,"When your subject is illusion versus reality , should n't the reality seem at least passably real ?"
5524,"It 's a terrible movie in every regard , and utterly painful to watch ."
5525,"This is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question ` Why ? '"
